laua,laua_name,All Premises,All Matched Premises,SFBB availability (% premises),UFBB (100Mbit/s) availability (% premises),UFBB availability (% premises),Full Fibre availability (% premises),Gigabit availability (% premises),% of premises unable to receive 2Mbit/s,% of premises unable to receive 5Mbit/s,% of premises unable to receive 10Mbit/s,% of premises unable to receive 30Mbit/s,% of premises below the USO,% of premises with NGA,% of premises able to receive decent broadband from FWA,Number of premises with SFBB availability,Number of premises with UFBB (100Mbit/s) availability,Number of premises with UFBB availability,Number of premises with Full Fibre availability,Number of premises with Gigabit availability,Number of premises unable to receive 2Mbit/s,Number of premises unable to receive 5Mbit/s,Number of premises unable to receive 10Mbit/s,Number of premises unable to receive 30Mbit/s,Number of premises below the USO,Number of premises with NGA,Number of premises able to receive decent broadband from FWA,Number of premises with 30<300Mbit/s download speed,Number of premises with >=300Mbit/s download speed,Number of premises with 0<2Mbit/s download speed,Number of premises with 2<5Mbit/s download speed,Number of premises with 5<10Mbit/s download speed,Number of premises with 10<30Mbit/s download speed,% of premises with 30<300Mbit/s download speed,% of premises with >=300Mbit/s download speed,% of premises with 0<2Mbit/s download speed,% of premises with 2<5Mbit/s download speed,% of premises with 5<10Mbit/s download speed,% of premises with 10<30Mbit/s download speed
N09000008,MID AND EAST ANTRIM,65890,65475,95.5,89.4,89.4,89.4,89.4,0.8,1.5,2,3.9,0.3,99,0,62898,58886,58886,58884,58886,526,976,1310,2577,189,65229,0,4012,58886,526,450,334,1267,6.1,89.4,0.8,0.7,0.5,1.9
E07000042,MID DEVON,38360,38270,83.4,36.6,36.6,36.6,36.6,1.4,4.2,7.1,16.4,1.2,94.1,11.4,31980,14026,14026,14022,14026,537,1593,2729,6290,442,36106,4379,17954,14026,537,1056,1136,3561,46.8,36.6,1.4,2.8,3,9.3
E07000203,MID SUFFOLK,51336,51243,95.4,43.1,42.2,41.8,41.8,0.2,0.5,1.1,4.4,0.3,99.2,3.5,48984,22116,21689,21451,21456,120,282,588,2259,159,50919,1808,27295,21689,120,162,306,1671,53.2,42.2,0.2,0.3,0.6,3.3
E07000228,MID SUSSEX,71516,71484,97.5,71.9,71.8,71.6,71.7,0,0.1,0.5,2.5,0.1,99.7,0,69718,51425,51324,51223,51248,25,106,340,1766,105,71315,0,18394,51324,25,81,234,1426,25.7,71.8,0,0.1,0.3,2
N09000009,MID ULSTER,62612,62145,96.9,86.9,86.9,86.9,86.9,0.4,0.8,1,2.4,0.6,99.1,4.3,60663,54384,54384,54383,54384,274,473,648,1482,406,62045,2665,6279,54384,274,199,175,834,10,86.9,0.4,0.3,0.3,1.3
E06000002,MIDDLESBROUGH,69699,69619,98,94.2,94.2,25.7,94.2,0,0.3,0.7,1.9,0.1,98.2,30.4,68312,65650,65650,17883,65650,18,192,464,1307,50,68473,21172,2662,65650,18,174,272,843,3.8,94.2,0,0.2,0.4,1.2
S12000019,MIDLOTHIAN,44661,44506,98,84.2,84.2,84.2,84.2,0.1,0.5,0.8,1.7,0.5,99.1,4.4,43767,37620,37620,37618,37620,65,216,371,739,219,44260,1981,6147,37620,65,151,155,368,13.8,84.2,0.1,0.3,0.3,0.8
E06000042,MILTON KEYNES,129286,129177,98.6,92.3,91.5,90.8,90.8,0.1,0.3,0.8,1.3,0,99.1,0,127485,119302,118245,117374,117392,77,396,1000,1692,40,128150,1,9240,118245,77,319,604,692,7.1,91.5,0.1,0.2,0.5,0.5
E07000210,MOLE VALLEY,40526,40497,96.3,70.3,70.3,30.8,70.3,0,0.2,0.5,3.6,0.2,99.5,0,39023,28477,28477,12498,28477,14,63,201,1474,67,40322,0,10546,28477,14,49,138,1273,26,70.3,0,0.1,0.3,3.1
W06000021,MONMOUTHSHIRE,46185,45998,91,61.3,58.7,56.5,56.5,0.9,2.3,4.3,8.6,1.4,97,0,42047,28321,27119,26113,26113,437,1064,1967,3951,668,44797,16,14928,27119,437,627,903,1984,32.3,58.7,0.9,1.4,2,4.3
S12000020,MORAY,50782,50577,85.7,48.3,48.3,48.3,48.3,1.4,3.8,6.7,13.9,2,95.5,34.2,43543,24509,24509,24509,24509,702,1931,3380,7034,1026,48522,17374,19034,24509,702,1229,1449,3654,37.5,48.3,1.4,2.4,2.9,7.2
S12000013,NA H-EILEANAN SIAR,17164,15853,76.9,5.6,5.6,5.6,5.6,2.2,3.3,5.1,15.4,3.6,88.9,0,13202,969,969,969,969,381,570,867,2651,620,15251,0,12233,969,381,189,297,1784,71.3,5.6,2.2,1.1,1.7,10.4
W06000012,NEATH PORT TALBOT,69346,69306,97.8,71.1,71.1,35.6,71.1,0.1,0.2,0.3,2.1,0.1,99.4,32.4,67839,49324,49324,24687,49324,64,135,240,1467,48,68917,22456,18515,49324,64,71,105,1227,26.7,71.1,0.1,0.1,0.2,1.8
E07000091,NEW FOREST,88081,88031,94.7,39.7,38.4,30.1,37.5,0.3,0.6,0.9,5.2,0.3,99.4,0,83416,35006,33785,26530,33016,256,486,784,4615,303,87579,17,49631,33785,256,230,298,3831,56.3,38.4,0.3,0.3,0.3,4.3
E07000175,NEWARK AND SHERWOOD,61176,61071,96.8,65.1,65.1,35.8,65,0.3,0.6,1.1,3.1,0.1,99.2,22.9,59189,39845,39809,21914,39763,168,379,700,1882,90,60716,14018,19380,39809,168,211,321,1182,31.7,65.1,0.3,0.3,0.5,1.9
E08000021,NEWCASTLE UPON TYNE,142610,142441,97.5,88.2,86.8,69.2,85.9,0,0.1,0.3,2.4,0.1,97.9,0,139048,125825,123848,98721,122492,57,136,428,3393,79,139653,57,15200,123848,57,79,292,2965,10.7,86.8,0,0.1,0.2,2.1
E07000195,NEWCASTLE-UNDER-LYME,61375,61213,97.3,73.7,73.1,42.3,72.7,0.1,0.3,0.6,2.5,0.1,99.4,2,59696,45230,44866,25982,44617,40,164,381,1517,40,60987,1244,14830,44866,40,124,217,1136,24.2,73.1,0.1,0.2,0.4,1.9
E09000025,NEWHAM,133533,133239,98.4,91.9,89.1,68,86.2,0,0.1,0.5,1.3,0,98.4,0,131443,122661,118951,90744,115118,30,135,706,1796,30,131453,0,12492,118951,30,105,571,1090,9.4,89.1,0,0.1,0.4,0.8
W06000022,NEWPORT,74032,73958,98,87.5,86.6,60.5,86,0.1,0.3,0.7,1.9,0.1,98.6,33.3,72533,64814,64132,44813,63692,55,235,509,1425,82,73001,24687,8401,64132,55,180,274,916,11.3,86.6,0.1,0.2,0.4,1.2
N09000010,"NEWRY, MOURNE AND DOWN",77992,77297,97.1,90.4,90.4,90.4,90.4,0.4,0.7,0.9,2,0.5,99,3.8,75755,70514,70514,70513,70514,319,514,735,1542,420,77223,2974,5241,70514,319,195,221,807,6.7,90.4,0.4,0.3,0.3,1
S12000021,NORTH AYRSHIRE,73434,73409,96.7,66.7,66.7,53.2,66.7,0.2,0.6,1,3.3,0.2,99.3,0,70985,48977,48977,39085,48977,180,422,707,2424,149,72936,0,22008,48977,180,242,285,1717,30,66.7,0.2,0.3,0.4,2.3
E07000043,NORTH DEVON,53042,52927,89.5,48.3,48.3,48.3,48.3,1.3,2.6,4.6,10.3,0.9,95.2,51.3,47474,25620,25620,25620,25620,671,1399,2453,5453,474,50507,27207,21854,25620,671,728,1054,3000,41.2,48.3,1.3,1.4,2,5.7
E07000038,NORTH EAST DERBYSHIRE,50009,49989,96.2,70.6,70.2,69.4,70,0.2,0.6,0.9,3.7,0.1,99.6,0,48131,35297,35117,34716,35022,90,277,438,1858,32,49832,0,13014,35117,90,187,161,1420,26,70.2,0.2,0.4,0.3,2.8
E06000012,NORTH EAST LINCOLNSHIRE,75719,75647,97.3,91.6,91.6,44.1,91.6,0.1,0.9,1.2,2.6,0.2,97.9,15.9,73646,69380,69380,33371,69380,66,645,915,2001,138,74108,12070,4266,69380,66,579,270,1086,5.6,91.6,0.1,0.8,0.4,1.4
E07000099,NORTH HERTFORDSHIRE,62192,62167,97.4,82.7,81.9,48.1,81.4,0.1,0.2,0.5,2.6,0.1,98.9,0.2,60554,51423,50944,29891,50652,43,147,316,1613,69,61519,125,9610,50944,43,104,169,1297,15.5,81.9,0.1,0.2,0.3,2.1
E07000139,NORTH KESTEVEN,56710,56640,95.3,71.7,71.6,55,71.4,0.7,1.2,1.9,4.6,0.2,99,33.6,54025,40678,40577,31191,40485,390,687,1059,2615,128,56138,19060,13448,40577,390,297,372,1556,23.7,71.6,0.7,0.5,0.7,2.7
S12000050,NORTH LANARKSHIRE,167567,167490,98.4,89,88.4,31.8,88.1,0,0.3,0.5,1.5,0.1,99.3,0,164927,149079,148165,53332,147692,77,432,867,2563,153,166376,0,16762,148165,77,355,435,1696,10,88.4,0,0.2,0.3,1
E06000013,NORTH LINCOLNSHIRE,81710,81608,96.9,80,80,75.3,80,0.4,0.7,1,3,0.1,98.6,53.2,79174,65361,65361,61539,65361,303,574,854,2434,122,80604,43495,13813,65361,303,271,280,1580,16.9,80,0.4,0.3,0.3,1.9
E07000147,NORTH NORFOLK,61458,61338,93.6,17.4,17.4,17.4,17.4,0.4,1,1.7,6.2,1.2,98.7,0.2,57516,10675,10675,10668,10675,258,628,1065,3822,745,60636,93,46841,10675,258,370,437,2757,76.2,17.4,0.4,0.6,0.7,4.5
E06000061,NORTH NORTHAMPTONSHIRE,167652,167532,98.7,86.5,86.5,64,86.3,0.1,0.3,0.4,1.2,0.1,99.3,0,165446,144969,144969,107224,144732,220,430,711,2086,132,166521,78,20477,144969,220,210,281,1375,12.2,86.5,0.1,0.1,0.2,0.8
E06000024,NORTH SOMERSET,105022,104906,95.1,77.6,74.7,64.1,72.7,0.1,0.5,1.1,4.7,0.3,97.6,0,99918,81507,78480,67282,76316,147,518,1113,4988,310,102480,0,21438,78480,147,371,595,3875,20.4,74.7,0.1,0.4,0.6,3.7
E08000022,NORTH TYNESIDE,103437,103343,99.2,90.4,89,59.4,87.6,0,0.2,0.4,0.7,0,99.4,0,102637,93497,92087,61487,90568,28,202,377,706,39,102848,0,10550,92087,28,174,175,329,10.2,89,0,0.2,0.2,0.3
E07000218,NORTH WARWICKSHIRE,31289,31240,97.6,47,45.3,31.4,44,0.2,0.6,0.7,2.3,0,99.4,0,30530,14714,14171,9822,13753,55,174,225,710,8,31116,0,16359,14171,55,119,51,485,52.3,45.3,0.2,0.4,0.2,1.6
E07000134,NORTH WEST LEICESTERSHIRE,50821,50794,97.9,78.3,77.4,31.6,76.2,0.2,0.5,0.8,2,0.1,99.4,0,49769,39790,39331,16042,38717,78,270,408,1025,56,50538,0,10438,39331,78,192,138,617,20.5,77.4,0.2,0.4,0.3,1.2
E06000057,NORTHUMBERLAND,163391,163126,94.7,52.9,52.2,51.2,51.7,0.7,1.4,2,5.2,0.6,98.9,2.3,154696,86424,85301,83635,84517,1201,2256,3332,8430,952,161673,3784,69395,85301,1201,1055,1076,5098,42.5,52.2,0.7,0.6,0.7,3.1
E07000148,NORWICH,58150,58014,99,91.4,89.9,55.8,88.2,0,0,0.1,0.8,0,99.2,0,57556,53164,52288,32467,51278,0,5,66,458,20,57673,2,5268,52288,0,5,61,392,9.1,89.9,0,0,0.1,0.7
E06000018,NOTTINGHAM,144601,144547,98.4,94,93.5,56.5,93,0,0.1,0.2,1.5,0,98.5,0,142342,135883,135134,81726,134545,14,76,246,2205,4,142500,0,7208,135134,14,62,170,1959,5,93.5,0,0,0.1,1.4
E07000219,NUNEATON AND BEDWORTH,62697,62652,99.3,87.3,87.3,24.1,87.3,0,0.1,0.2,0.7,0,99.6,0,62241,54723,54723,15084,54723,18,77,97,411,5,62474,0,7518,54723,18,59,20,314,12,87.3,0,0.1,0,0.5
E07000135,OADBY AND WIGSTON,25856,25837,99.2,81.8,79.2,13.9,77.6,0,0,0,0.7,0,99.7,0,25648,21141,20477,3583,20077,0,4,11,189,6,25790,0,5171,20477,0,4,7,178,20,79.2,0,0,0,0.7
E08000004,OLDHAM,99680,99655,98.9,91.3,91.3,64.5,91.2,0.1,0.1,0.2,1,0,99.9,0.1,98625,91005,90959,64330,90936,82,149,196,1030,2,99575,147,7666,90959,82,67,47,834,7.7,91.3,0.1,0.1,0,0.8
S12000023,ORKNEY ISLANDS,13221,12976,69.3,6.6,6.6,6.6,6.6,2.5,6.1,16.4,28.9,4.7,78.6,0,9161,876,876,876,876,328,807,2169,3815,624,10394,0,8285,876,328,479,1362,1646,62.7,6.6,2.5,3.6,10.3,12.4
E07000178,OXFORD,69143,67158,95.9,82.3,77.6,18,72.1,0,0.1,0.4,1.2,0,96.1,0,66307,56936,53684,12443,49858,3,57,245,851,2,66458,0,12623,53684,3,54,188,606,18.3,77.6,0,0.1,0.3,0.9
W06000009,PEMBROKESHIRE,66794,66721,92.7,38.8,38.8,38.8,38.8,1.1,2.4,3.6,7.2,0.8,96.9,2.9,61932,25943,25943,25943,25943,722,1572,2395,4789,514,64755,1953,35989,25943,722,850,823,2394,53.9,38.8,1.1,1.3,1.2,3.6
E07000122,PENDLE,44815,44777,96.7,74.3,74,55.9,73.6,0.4,0.9,1.1,3.2,0.1,99.2,13,43348,33305,33148,25057,32973,200,384,498,1429,43,44460,5846,10200,33148,200,184,114,931,22.8,74,0.4,0.4,0.3,2.1
S12000048,PERTH AND KINROSS,80949,80741,87.5,42.5,41.8,13.6,40.4,1.2,3.2,5.8,12.3,1.3,96,0,70815,34397,33813,11024,32732,954,2585,4735,9926,1017,77729,1,37002,33813,954,1631,2150,5191,45.7,41.8,1.2,2,2.7,6.4
E06000031,PETERBOROUGH,95180,95020,98.7,90,89.7,87,89.6,0.1,0.2,0.4,1.1,0.1,99.4,0,93934,85654,85408,82802,85293,51,228,351,1086,92,94633,0,8526,85408,51,177,123,735,9,89.7,0.1,0.2,0.1,0.8
E06000026,PLYMOUTH,127822,126834,97.1,91.4,90.8,40.3,90.2,0,0.1,0.8,2.1,0,97.5,26.5,124140,116789,116023,51490,115327,1,153,1035,2694,18,124634,33908,8117,116023,1,152,882,1659,6.4,90.8,0,0.1,0.7,1.3
E06000044,PORTSMOUTH,95634,95583,98.4,96.5,95.5,65.2,94.7,0,0.1,0.4,1.6,0,98.4,0,94058,92258,91291,62395,90532,1,108,372,1525,5,94105,0,2767,91291,1,107,264,1153,2.9,95.5,0,0.1,0.3,1.2
W06000023,POWYS,70906,70014,84.1,34.9,34.9,34.9,34.9,2.8,5.7,8.5,14.6,3.3,92.3,6.1,59643,24744,24744,24741,24744,1951,4041,6060,10371,2323,65413,4331,34899,24744,1951,2090,2019,4311,49.2,34.9,2.8,2.9,2.8,6.1
E07000123,PRESTON,71495,71380,97.9,75.9,74.9,32.5,74.5,0,0.2,0.3,2,0,99,52.7,69962,54274,53531,23252,53270,19,140,250,1418,26,70749,37697,16431,53531,19,121,110,1168,23,74.9,0,0.2,0.2,1.6
E06000038,READING,77756,77681,98.7,95.4,94.4,87.4,93.2,0,0.1,0.2,1.2,0,98.7,0,76739,74200,73380,67994,72449,10,76,140,942,10,76773,0,3359,73380,10,66,64,802,4.3,94.4,0,0.1,0.1,1
E09000026,REDBRIDGE,112259,112198,98.6,90.9,90.2,66.5,89.7,0,0.1,0.3,1.4,0,98.8,0,110676,101998,101236,74625,100654,12,141,391,1522,10,110898,0,9440,101236,12,129,250,1131,8.4,90.2,0,0.1,0.2,1
E06000003,REDCAR AND CLEVELAND,69440,69417,97.9,88.8,88.2,13.2,87.8,0.1,0.5,0.9,2.1,0.1,98.9,2.5,67954,61693,61214,9151,60969,98,338,645,1463,73,68702,1764,6740,61214,98,240,307,818,9.7,88.2,0.1,0.3,0.4,1.2
E07000236,REDDITCH,40362,40244,98.7,85.2,85.2,21.9,85.2,0,0,0.1,1,0,99.4,0,39832,34388,34388,8857,34388,2,13,48,412,8,40104,0,5444,34388,2,11,35,364,13.5,85.2,0,0,0.1,0.9
E07000211,REIGATE AND BANSTEAD,65779,65737,98.2,84.8,84.5,62.3,84.3,0,0.1,0.1,1.7,0,99.8,0,64603,55750,55555,40987,55451,25,43,65,1134,19,65644,0,9048,55555,25,18,22,1069,13.8,84.5,0,0,0,1.6
S12000038,RENFREWSHIRE,97532,97484,97.9,91.9,91.9,80.6,91.9,0.1,0.3,0.7,2,0,98.9,0,95506,89605,89605,78610,89605,126,308,660,1978,35,96453,0,5901,89605,126,182,352,1318,6.1,91.9,0.1,0.2,0.4,1.4
W06000016,RHONDDA CYNON TAF,120145,119932,98.2,50.1,48.8,40.8,48,0,0.1,0.3,1.7,0,99.3,26.5,117932,60205,58655,49069,57651,59,89,339,2000,48,119295,31787,59277,58655,59,30,250,1661,49.3,48.8,0,0,0.2,1.4
E07000124,RIBBLE VALLEY,31684,31638,93.2,67.8,67.7,67.2,67.6,0.6,1.7,2.8,6.7,0.3,98.9,51,29522,21485,21456,21281,21433,184,523,884,2116,83,31325,16160,8066,21456,184,339,361,1232,25.5,67.7,0.6,1.1,1.1,3.9
E09000027,RICHMOND UPON THAMES,89213,89074,98.4,89.9,88.6,44.8,87.8,0,0,0.2,1.4,0,98.5,0,87782,80158,79032,39930,78287,1,24,139,1292,1,87878,0,8750,79032,1,23,115,1153,9.8,88.6,0,0,0.1,1.3
E07000166,RICHMONDSHIRE,25390,25342,88.1,47.4,42.9,39.1,39.1,1.8,3.6,5.9,11.7,1.6,96.7,53.5,22372,12028,10894,9940,9940,452,917,1487,2970,405,24559,13596,11478,10894,452,465,570,1483,45.2,42.9,1.8,1.8,2.2,5.8
E08000005,ROCHDALE,103035,102967,98.4,80.2,76.2,34.5,73.1,0,0.1,0.4,1.6,0,99.6,0,101340,82616,78514,35502,75367,37,142,374,1627,13,102667,4,22826,78514,37,105,232,1253,22.2,76.2,0,0.1,0.2,1.2
E07000075,ROCHFORD,39023,38988,98.8,56.8,54.7,53.1,53.1,0,0.1,0.2,1.1,0,99.7,0,38556,22153,21362,20717,20719,2,39,92,432,9,38887,0,17194,21362,2,37,53,340,44.1,54.7,0,0.1,0.1,0.9
E07000125,ROSSENDALE,35120,35081,95.1,61.1,54.3,15.5,47.9,0.1,0.6,0.9,4.8,0,99,0,33383,21472,19053,5444,16838,45,222,304,1698,2,34762,5,14330,19053,45,177,82,1394,40.8,54.3,0.1,0.5,0.2,4
E07000064,ROTHER,50227,50091,96.1,53.3,53.3,53.3,53.3,0.1,0.3,0.7,3.7,0.2,99.5,0.7,48248,26762,26762,26762,26762,40,148,371,1843,95,49964,340,21486,26762,40,108,223,1472,42.8,53.3,0.1,0.2,0.4,2.9
E08000018,ROTHERHAM,127073,126997,98.7,86.3,85.6,65.4,85.3,0,0.2,0.5,1.2,0,99.3,0.7,125483,109606,108828,83044,108409,39,314,581,1514,49,126215,851,16655,108828,39,275,267,933,13.1,85.6,0,0.2,0.2,0.7
E07000220,RUGBY,52553,52522,98.3,79,77.5,60.5,75.8,0.2,0.4,0.5,1.6,0,99.5,0,51661,41505,40732,31778,39817,108,191,276,861,11,52281,1,10929,40732,108,83,85,585,20.8,77.5,0.2,0.2,0.2,1.1
E07000212,RUNNYMEDE,39665,39415,97.3,82.2,80.8,49.9,79.1,0,0.1,0.8,2.1,0.1,98.2,0,38579,32623,32037,19805,31356,3,59,312,836,30,38939,0,6542,32037,3,56,253,524,16.5,80.8,0,0.1,0.6,1.3
E07000176,RUSHCLIFFE,56870,56821,97.9,79.9,77.4,48.3,75.6,0.1,0.4,0.8,2,0.1,99.6,2.6,55670,45445,44026,27454,42998,83,230,442,1151,68,56621,1505,11644,44026,83,147,212,709,20.5,77.4,0.1,0.3,0.4,1.2
E07000092,RUSHMOOR,44015,43987,97.3,88.3,88.3,58.9,88.3,0.1,0.5,1.7,2.6,0.1,97.6,0,42838,38865,38865,25915,38865,35,237,762,1149,34,42968,0,3973,38865,35,202,525,387,9,88.3,0.1,0.5,1.2,0.9
E06000017,RUTLAND,18958,18939,93.1,57.6,57.6,57.6,57.6,0.3,0.5,0.9,6.8,0.2,99.6,0.2,17644,10927,10927,10927,10927,61,104,165,1295,29,18879,37,6717,10927,61,43,61,1130,35.4,57.6,0.3,0.2,0.3,6
E07000167,RYEDALE,30967,30738,88.1,46.1,46.1,46.1,46.1,2.2,4,5.7,11.2,1.5,96.1,51,27271,14272,14272,14272,14272,673,1226,1762,3467,472,29769,15797,12999,14272,673,553,536,1705,42,46.1,2.2,1.8,1.7,5.5
E08000006,SALFORD,135035,134933,96.4,87.7,87.4,71,87.2,0,0.8,1.6,3.5,0,96.7,0,130204,118373,118054,95813,117744,50,1147,2145,4729,3,130588,0,12150,118054,50,1097,998,2584,9,87.4,0,0.8,0.7,1.9
E08000028,SANDWELL,144127,144002,99.3,89.7,89.2,47,88.4,0,0.1,0.2,0.6,0,99.4,0,143132,129333,128595,67734,127356,25,79,338,870,10,143195,0,14537,128595,25,54,259,532,10.1,89.2,0,0,0.2,0.4
E07000168,SCARBOROUGH,64788,64716,96,43.1,43.1,43,43.1,0.5,1.1,1.6,3.9,0.3,99,65.2,62218,27893,27893,27890,27893,337,716,1025,2498,180,64145,42239,34325,27893,337,379,309,1473,53,43.1,0.5,0.6,0.5,2.3
S12000026,SCOTTISH BORDERS,65696,65488,90.3,40.7,39.1,38,38,1.1,2.5,4.5,9.4,1.7,96.3,15.4,59323,26770,25714,24949,24949,743,1667,2942,6165,1122,63296,10144,33609,25714,743,924,1275,3223,51.2,39.1,1.1,1.4,1.9,4.9
E07000188,SEDGEMOOR,61156,61085,96.1,74.8,72.6,71.1,71.1,0.2,0.5,1.1,3.8,0.2,98.5,0,58750,45749,44393,43460,43460,106,325,703,2335,135,60252,0,14357,44393,106,219,378,1632,23.5,72.6,0.2,0.4,0.6,2.7
E08000014,SEFTON,138988,138124,98.5,76.9,71.7,49.4,67.3,0,0.1,0.1,0.9,0.1,99.1,0,136926,106946,99686,68609,93517,5,129,172,1198,71,137751,0,37240,99686,5,124,43,1026,26.8,71.7,0,0.1,0,0.7
E07000169,SELBY,44361,44339,96,70.1,70.1,70.1,70.1,0.6,1.1,1.6,3.9,0.2,99.3,32.8,42601,31114,31114,31113,31114,281,476,708,1738,102,44052,14568,11487,31114,281,195,232,1030,25.9,70.1,0.6,0.4,0.5,2.3
E07000111,SEVENOAKS,54035,53996,95.3,68.8,68.6,48.1,68.6,0.2,0.4,0.8,4.7,0.1,99.6,0,51482,37171,37093,26010,37052,95,216,417,2514,70,53813,0,14389,37093,95,121,201,2097,26.6,68.6,0.2,0.2,0.4,3.9
E08000019,SHEFFIELD,265865,265673,97.1,81.7,80.2,69.6,79.2,0,0.1,0.6,2.8,0,97.5,0.1,258107,217133,213219,185127,210646,54,243,1624,7566,52,259343,201,44888,213219,54,189,1381,5942,16.9,80.2,0,0.1,0.5,2.2
S12000027,SHETLAND ISLANDS,13247,13149,73.9,7.4,7.4,7.4,7.4,2.9,7,16,25.3,3.7,85.8,0,9792,986,986,986,986,387,929,2113,3357,487,11369,0,8806,986,387,542,1184,1244,66.5,7.4,2.9,4.1,8.9,9.4
E06000051,SHROPSHIRE,157348,156959,88.7,55.4,52.8,47.8,50.6,0.9,2.6,4.6,11.1,0.4,96.4,74.7,139542,87188,83086,75261,79619,1422,4049,7313,17417,647,151615,117525,56456,83086,1422,2627,3264,10104,35.9,52.8,0.9,1.7,2.1,6.4
E06000039,SLOUGH,58619,58543,98.9,95.9,94.4,80.9,92.4,0,0.1,0.1,1,0,98.9,0,57950,56190,55363,47394,54171,11,64,86,593,5,57967,0,2587,55363,11,53,22,507,4.4,94.4,0,0.1,0,0.9
E08000029,SOLIHULL,99408,99338,98.4,92.5,92.4,64.2,92.3,0.1,0.3,0.8,1.6,0,98.8,0,97775,91958,91855,63781,91711,101,309,746,1563,17,98179,1,5920,91855,101,208,437,817,6,92.4,0.1,0.2,0.4,0.8
E07000246,SOMERSET WEST AND TAUNTON,80135,80002,92.7,61.6,59.5,58.1,58.1,0.6,1.7,2.9,7.2,0.6,97.4,5.3,74264,49357,47659,46563,46566,471,1353,2317,5738,458,78080,4244,26605,47659,471,882,964,3421,33.2,59.5,0.6,1.1,1.2,4.3
S12000028,SOUTH AYRSHIRE,60128,60090,97.9,71,70.4,55.8,70,0.1,0.3,0.6,2,0.1,99.6,0,58895,42701,42341,33527,42108,54,170,348,1195,83,59892,0,16554,42341,54,116,178,847,27.5,70.4,0.1,0.2,0.3,1.4
E07000012,SOUTH CAMBRIDGESHIRE,74767,74743,97.2,75.4,74.6,43.1,73.4,0.2,0.4,1,2.8,0.1,98.8,0.2,72658,56376,55779,32247,54907,163,325,749,2085,48,73904,147,16879,55779,163,162,424,1336,22.6,74.6,0.2,0.2,0.6,1.8
E07000039,SOUTH DERBYSHIRE,51782,51354,96.2,75.5,74.4,73,73.5,0.3,0.6,0.9,3,0.2,98.5,0,49819,39101,38529,37806,38069,141,332,487,1535,86,51029,0,11290,38529,141,191,155,1048,21.8,74.4,0.3,0.4,0.3,2
E06000025,SOUTH GLOUCESTERSHIRE,134264,134146,98.6,82.1,81.8,39.5,80.8,0.1,0.2,0.5,1.3,0.1,99.5,0,132399,110186,109884,52993,108523,111,249,611,1747,96,133601,0,22515,109884,111,138,362,1136,16.8,81.8,0.1,0.1,0.3,0.8
E07000044,SOUTH HAMS,50254,50131,86.1,47,46.7,46.2,46.6,0.6,1.8,4.8,13.6,1,95.8,27.1,43286,23605,23476,23196,23434,285,922,2405,6845,497,48120,13618,19810,23476,285,637,1483,4440,39.4,46.7,0.6,1.3,3,8.8
E07000140,SOUTH HOLLAND,45968,45913,92.6,64.6,64.4,64.2,64.2,0.4,1.4,2.4,7.3,0.8,99.3,0,42544,29694,29608,29525,29526,176,635,1114,3369,347,45653,15,12936,29608,176,459,479,2255,28.1,64.4,0.4,1,1,4.9
E07000141,SOUTH KESTEVEN,70299,70253,95.2,75.3,74.4,58.9,73.5,0.9,1.4,1.9,4.8,0.2,99.4,2,66906,52945,52306,41408,51688,663,969,1308,3347,145,69849,1401,14600,52306,663,306,339,2039,20.8,74.4,0.9,0.4,0.5,2.9
E07000031,SOUTH LAKELAND,61364,61264,95.1,47.2,47.2,47.1,47.1,0.3,0.8,1.4,4.7,0.6,98.8,33.7,58353,28973,28940,28927,28927,201,482,878,2911,339,60653,20670,29413,28940,201,281,396,2033,47.9,47.2,0.3,0.5,0.6,3.3
S12000029,SOUTH LANARKSHIRE,165442,165393,97.4,81.8,81.7,40.4,81.6,0.3,0.7,1.1,2.6,0.1,99.3,0,161113,135289,135194,66889,135082,499,1121,1871,4280,173,164258,0,25919,135194,499,622,750,2409,15.7,81.7,0.3,0.4,0.5,1.5
E07000149,SOUTH NORFOLK,68429,68389,94.9,46.9,46.3,42.3,45.9,0.3,0.8,1.4,5.1,0.5,99.1,0,64911,32124,31666,28974,31427,198,570,978,3478,349,67815,33,33245,31666,198,372,408,2500,48.6,46.3,0.3,0.5,0.6,3.7
E07000179,SOUTH OXFORDSHIRE,69441,69402,97.3,75.2,72.6,53.1,70.8,0.1,0.3,0.5,2.7,0.1,99.7,0,67557,52235,50399,36898,49147,85,198,326,1845,68,69229,0,17158,50399,85,113,128,1519,24.7,72.6,0.1,0.2,0.2,2.2
E07000126,SOUTH RIBBLE,54497,54407,97.4,76.8,76.5,50.8,75.8,0,0.4,0.5,2.4,0,99.3,23.9,53089,41876,41674,27708,41331,17,198,295,1318,11,54128,13027,11415,41674,17,181,97,1023,20.9,76.5,0,0.3,0.2,1.9
E07000189,SOUTH SOMERSET,85764,85711,94.5,55.6,55.3,55.1,55.1,0.2,1,1.7,5.4,0.2,98.4,1.7,81072,47668,47397,47293,47293,214,817,1457,4639,181,84425,1448,33675,47397,214,603,640,3182,39.3,55.3,0.2,0.7,0.7,3.7
